host_name,area,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Spacy BKK,Phra Khanong,13.68872,100.60817,Private room,3020,1,0,2022-12-01,3,357,0
Spacy BKK,Phra Khanong,13.68921,100.60948,Private room,1602,1,0,2022-12-06,3,362,0
Sa,Bang Kapi,13.7726,100.65058,Private room,495,1,0,2022-12-11,1,365,0
X2 Vibe Bangkok Sukhumvit Hotel,Khlong Toei,13.70338,100.59821,Private room,4110,1,0,2022-12-16,2,299,0
Pattarapon,Bang Sue,13.80559,100.53102,Entire home/apt,1000,25,10,2022-12-21,1,101,8
Kate,Khlong Toei,13.72361,100.56229,Entire home/apt,3071,5,4,2022-11-19,2,339,4
Kate,Khlong Toei,13.71771,100.57981,Entire home/apt,1586,7,11,2022-12-06,2,255,8
Surapong,Bang Khen,13.85036,100.64538,Private room,20000,1,1,2021-03-31,3,364,0
Adonis,Khlong San,13.71051,100.49932,Entire home/apt,6231,14,0,2022-02-04,1,84,0
Eva,Huai Khwang,13.7527,100.5745,Entire home/apt,1571,2,10,2022-12-11,44,85,9
Kay,Huai Khwang,13.77201,100.57903,Entire home/apt,602,90,4,2021-07-24,7,26,0
Kornvika,Vadhana,13.72999,100.57902,Entire home/apt,999,30,0,2022-01-02,3,245,0
Tower Club At Lebua,Bang Rak,13.721205,100.517212,Private room,12536,1,0,2022-06-13,11,273,0
Eva,Huai Khwang,13.76032,100.56823,Entire home/apt,3729,1,23,2022-11-22,44,0,21
Eva,Huai Khwang,13.75501,100.57407,Entire home/apt,1571,2,11,2022-12-03,44,57,10
Tower Club At Lebua,Bang Rak,13.721612,100.517059,Private room,16987,1,0,2022-12-06,11,269,0
Amy,Min Buri,13.79845,100.74185,Entire home/apt,2505,1,0,2022-12-09,1,365,0
Eva,Khlong Toei,13.73886,100.55767,Entire home/apt,2071,2,3,2022-12-13,44,85,2
Jingjing,Phasi Charoen,13.71837,100.45571,Entire home/apt,1500,1,0,2022-12-04,1,365,0
Sarawin,Min Buri,13.7968,100.70707,Private room,950,1,0,2022-11-25,2,249,0
Roger,Phra Nakhon,13.75582,100.4888,Private room,1800,1,5,2022-11-16,5,328,5
Smith,Suanluang,13.72915,100.63419,Entire home/apt,1100,2,1,2021-02-25,1,90,0
Platong,Chatu Chak,13.79779,100.55184,Private room,1103,5,19,2022-12-01,1,324,15
Sombat,Bang Khun thain,13.63241,100.45302,Entire home/apt,6900,1,0,2022-11-30,1,90,0
Mt,Huai Khwang,13.75582,100.57496,Entire home/apt,1443,2,2,2022-11-30,25,0,2
Weeraya,Khlong Toei,13.73291,100.56569,Private room,4207,1,22,2022-06-30,10,358,14
Sopa,Bang Na,13.67179,100.59696,Entire home/apt,870,30,0,2022-09-11,1,230,0
Ni,Khlong Toei,13.71589,100.58613,Entire home/apt,1394,3,12,2022-11-23,1,300,7
Air Global,Huai Khwang,13.79379,100.58718,Entire home/apt,700,1,0,2022-09-05,22,270,0
Weeraya,Khlong Toei,13.73178,100.56618,Private room,4071,1,6,2022-06-19,10,362,3
Chayanid,Bang Sue,13.80697,100.52362,Entire home/apt,554,1095,0,2022-07-10,1,358,0
Nithiphat,Suanluang,13.74545,100.60586,Entire home/apt,730,30,4,2022-07-31,1,302,1
Roger,Phra Nakhon,13.75593,100.48881,Private room,1800,1,5,2022-12-14,5,302,3
Roger,Phra Nakhon,13.75645,100.48882,Private room,1800,1,17,2022-11-02,5,325,17
Roger,Phra Nakhon,13.75656,100.48876,Private room,9900,1,1,2021-06-27,5,0,0
Windy,Din Daeng,13.77866,100.57298,Entire home/apt,1885,30,12,2022-11-26,37,127,8
George,Bang Na,13.67291,100.60517,Entire home/apt,636,60,5,2022-07-31,40,352,3
Mei,Huai Khwang,13.7584,100.56606,Entire home/apt,3643,30,0,2022-08-11,1,0,0
John,Vadhana,13.74726,100.56196,Entire home/apt,3086,30,0,2022-08-23,1,237,0
海进,Bang Phlat,13.79949,100.50445,Entire home/apt,400,30,3,2022-09-04,11,318,2
海进,Bang Phlat,13.79877,100.50383,Entire home/apt,420,30,2,2022-08-31,11,325,1
Sunisa,Parthum Wan,13.7489,100.52897,Entire home/apt,23450,1,33,2022-12-19,1,139,30
Santi,Sathon,13.70655,100.52574,Entire home/apt,1335,30,3,2022-09-12,1,103,3
June & Pop,Phra Khanong,13.69114,100.60705,Entire home/apt,920,28,13,2022-11-24,10,218,9
Tanya,Vadhana,13.73519,100.58885,Entire home/apt,544,7,0,2022-11-14,1,266,0
Hana,Bang Rak,13.72351,100.53322,Private room,1257,1,4,2022-11-05,29,236,2
George,Ratchathewi,13.7554,100.56256,Entire home/apt,969,90,4,2022-10-14,40,282,3
David,Parthum Wan,13.74813,100.543,Entire home/apt,1400,28,0,2022-10-14,26,364,0
Ke,Ratchathewi,13.75353,100.56311,Entire home/apt,1057,60,0,2022-10-14,2,345,0
Apharat,Dusit,13.7693,100.50651,Private room,1500,2,0,2022-10-14,2,365,0
Somchai,Bang Kapi,13.77582,100.64152,Private room,415,30,0,2022-10-15,3,365,0
Zuzu,Sathon,13.71791,100.52606,Private room,3696,1,0,2022-10-15,30,0,0
Zuzu,Sathon,13.71974,100.5263,Entire home/apt,10416,1,0,2022-10-15,30,0,0
Jula,Chatu Chak,13.81643,100.57552,Entire home/apt,1214,2,0,2022-10-15,1,88,0
Alice,Ratchathewi,13.75077,100.55646,Entire home/apt,1451,2,1,2022-10-16,40,187,1
Eva,Vadhana,13.73988,100.5598,Entire home/apt,1986,1,20,2022-12-10,44,71,12
Zuzu,Thon buri,13.72389,100.4899,Private room,1254,1,2,2022-12-14,30,363,2
Lek,Vadhana,13.72519,100.58107,Entire home/apt,2000,3,24,2022-12-23,5,130,24
Zuzu,Thon buri,13.72369,100.49209,Private room,1415,1,15,2022-11-12,30,7,15
ญาณิน,Wang Thong Lang,13.7976,100.59698,Entire home/apt,500,2,9,2022-10-01,1,321,8
Air Global,Huai Khwang,13.79375,100.5866,Entire home/apt,700,1,0,2022-10-28,22,180,0
Air Global,Huai Khwang,13.79183,100.58706,Entire home/apt,700,1,0,2022-11-24,22,180,0
Alice,Ratchathewi,13.74906,100.55466,Entire home/apt,1441,2,36,2022-12-21,40,187,23
Zuzu,Lak Si,13.86158,100.57559,Private room,1609,1,0,2022-07-04,30,362,0
Chakrit,Khlong San,13.71458,100.50671,Entire home/apt,2043,30,1,2022-01-16,3,361,1
Norman,Khlong Toei,13.70629,100.5918,Entire home/apt,1669,11,7,2022-10-31,1,42,5
Air Global,Bang Na,13.67794,100.60725,Entire home/apt,1200,1,0,2022-11-20,22,179,0
Han,Bang Sue,13.81814,100.52825,Entire home/apt,876,2,7,2022-12-11,4,52,7
Apharat,Dusit,13.77001,100.50536,Private room,1558,2,0,2022-12-10,2,180,0
Numtip,Din Daeng,13.78972,100.56209,Private room,1500,1,0,2022-12-09,2,359,0
อติศักดิ์,Bang Rak,13.72569,100.52738,Private room,1299,30,0,2022-12-08,1,56,0
Kate,Sathon,13.70676,100.52951,Private room,1500,30,0,2022-12-08,3,365,0
LuxurySuitesAsia,Khlong Toei,13.73518,100.55895,Entire home/apt,9193,1,0,2022-12-07,14,285,0
Zuzu,Chatu Chak,13.84015,100.56558,Private room,933,1,0,2022-12-06,30,0,0
Piyawadee,Don Mueang,13.92804,100.58559,Entire home/apt,750,1,0,2022-12-05,1,79,0
Zuzu,Chatu Chak,13.84067,100.56533,Private room,1117,1,0,2022-12-05,30,0,0
Zuzu,Chatu Chak,13.84187,100.56378,Private room,1025,1,0,2022-12-04,30,0,0
Somchai,Bang Kapi,13.77331,100.64155,Private room,350,30,0,2022-12-03,3,365,0
Siriporn,Bangkok Yai,13.73015,100.47103,Entire home/apt,3500,2,0,2022-12-02,1,180,0
Noons,Khlong Toei,13.73688,100.5573,Entire home/apt,1971,1,44,2022-12-02,99,362,30
T,Ratchathewi,13.76426,100.5411,Private room,850,1,1,2022-10-28,2,41,1
์Natthanit,Samphanthawong,13.73722,100.50977,Entire home/apt,5000,1,0,2022-10-27,2,0,0
True Siam Phayathai,Ratchathewi,13.75267,100.54417,Shared room,800,1,0,2022-10-27,2,90,0
Somchai,Bang Kapi,13.77827,100.64053,Private room,350,30,0,2022-10-26,3,365,0
Villa Jahn,Bangkok Noi,13.754807,100.486458,Entire home/apt,8429,7,1,2022-10-26,1,286,1
Janelisa,Vadhana,13.73397,100.5841,Entire home/apt,999,20,6,2022-11-05,4,165,3
Windy,Bang Rak,13.73065,100.53185,Entire home/apt,2013,40,9,2022-12-09,37,96,5
Sommart,Parthum Wan,13.74253,100.54523,Entire home/apt,3741,3,23,2022-12-26,5,246,22
Yefeng,Khlong Toei,13.73552,100.55888,Entire home/apt,3809,1,58,2022-12-14,24,55,45
Yefeng,Khlong Toei,13.73641,100.55902,Entire home/apt,2466,1,49,2022-12-14,24,59,32
Yefeng,Khlong Toei,13.7374,100.55879,Entire home/apt,2415,1,48,2022-12-23,24,68,35
小商ต่าย,Din Daeng,13.76332,100.56822,Entire home/apt,1244,1,0,2022-11-03,1,364,0
Kangfu,Phaya Thai,13.77528,100.53164,Entire home/apt,1000,180,0,2022-09-15,1,90,0
Surasak,Chatu Chak,13.79689,100.55763,Entire home/apt,990,1,0,2022-07-28,1,268,0
Nutchai,Bueng Kum,13.79484,100.65136,Entire home/apt,362,30,4,2022-06-09,3,230,4
Carlos,Phra Khanong,13.69078,100.60831,Private room,410,30,0,2022-09-16,12,41,0
Yefeng,Khlong Toei,13.73704,100.55882,Entire home/apt,4487,1,39,2022-12-25,24,67,31
Alex,Ratchathewi,13.75021,100.56159,Entire home/apt,1600,2,1,2021-04-02,13,174,0
Cherry,Sathon,13.716954,100.533638,Entire home/apt,1000,30,0,2021-10-28,14,253,0
Pacharapon,Rat Burana,13.67722,100.51661,Private room,850,1,0,2022-05-26,1,180,0
Tricia,Ratchathewi,13.75124,100.55518,Entire home/apt,1600,2,5,2022-12-22,44,358,5
Zuzu,Bangkok Yai,13.74297,100.48149,Private room,881,1,0,2022-12-06,30,0,0
Eva,Huai Khwang,13.75392,100.57606,Entire home/apt,1571,2,19,2022-11-20,44,51,13
Zuzu,Bangkok Yai,13.74175,100.48159,Private room,881,1,0,2022-06-28,30,362,0
Cedric,Vadhana,13.73594,100.5971,Entire home/apt,11128,1,2,2022-02-04,9,365,1
Air Global,Bang Na,13.67805,100.60568,Entire home/apt,1600,1,0,2022-05-19,22,88,0
Jeenie,Parthum Wan,13.74669,100.54938,Entire home/apt,900,28,1,2022-08-31,22,300,1
Pawee,Phra Nakhon,13.76162,100.49818,Private room,650,1,5,2022-09-15,1,351,5
Noons,Khlong Toei,13.70803,100.59963,Entire home/apt,1843,1,16,2022-10-30,99,353,14
Janelisa,Vadhana,13.73608,100.58378,Entire home/apt,999,20,6,2022-11-27,4,300,2
Sommart,Parthum Wan,13.743,100.54444,Entire home/apt,3600,3,43,2022-12-20,5,199,36
Janelisa,Vadhana,13.73579,100.58469,Entire home/apt,1666,30,2,2022-01-23,4,53,1
Piyaporn,Bang Kapi,13.76237,100.63947,Private room,1306,3,0,2022-07-01,1,360,0
Eva,Huai Khwang,13.76073,100.57006,Entire home/apt,2200,1,15,2022-12-08,44,83,15
Zuzu,Khlong Toei,13.71268,100.59486,Private room,871,1,0,2022-02-03,30,351,0
X2 Vibe Bangkok Sukhumvit Hotel,Phra Khanong,13.70324,100.59851,Private room,3060,1,1,2021-04-01,2,300,0
Abeedin,Suanluang,13.74517,100.60646,Shared room,400,1,0,2022-02-03,1,89,0
Chinnawat,Suanluang,13.71192,100.60344,Entire home/apt,800,30,6,2022-12-09,2,319,6
Pataracha,Vadhana,13.70583,100.60381,Entire home/apt,1050,1,1,2021-05-01,1,0,0
Littlehome,Phaya Thai,13.76521,100.54449,Private room,1021,3,0,2021-11-29,6,364,0
Patsiri,Huai Khwang,13.74373,100.58646,Entire home/apt,729,14,4,2022-06-30,15,331,3
Narn,Khlong San,13.7208,100.49479,Entire home/apt,1143,1,2,2022-12-06,15,77,2
Tarinee,Bang Rak,13.7215,100.52286,Private room,961,1,6,2022-10-26,8,0,5
Benyapa,Pra Wet,13.69687,100.64612,Entire home/apt,780,7,0,2022-11-18,1,365,0
Nawarat,Chatu Chak,13.81832,100.56232,Entire home/apt,1500,28,12,2022-12-11,2,242,11
Jack,Din Daeng,13.7558,100.56282,Entire home/apt,420,360,1,2021-05-01,9,365,0
Frank,Khan Na Yao,13.83674,100.65805,Entire home/apt,480,29,7,2022-11-03,1,119,6
์Natthanit,Samphanthawong,13.73544,100.51164,Entire home/apt,4000,1,0,2022-11-24,2,0,0
Magic,Parthum Wan,13.746709,100.544067,Entire home/apt,5980,29,5,2022-12-16,33,256,4
Apple,Chatu Chak,13.81794,100.56238,Entire home/apt,1000,28,2,2022-01-17,4,2,1
Pascal,Sathon,13.70609,100.52176,Entire home/apt,1600,3,18,2022-09-07,3,341,15
Pascal,Sathon,13.71163,100.52048,Entire home/apt,1600,3,16,2022-12-10,3,327,15
Max,Vadhana,13.74661,100.55914,Entire home/apt,1000,30,35,2022-11-11,36,92,28
Frank,Ratchathewi,13.75998,100.54258,Private room,800,90,0,2022-11-14,1,0,0
Rembrandt Sukhumvit,Khlong Toei,13.73484,100.563,Private room,3067,30,4,2022-11-17,6,360,4
Natalie,Parthum Wan,13.73898,100.54049,Entire home/apt,1270,14,5,2022-12-01,13,117,4
Piyarat,Din Daeng,13.76377,100.55969,Private room,960,1,0,2022-10-20,1,330,0
Porntip,Bang Phlat,13.772,100.49493,Private room,600,1,1,2022-09-08,4,357,1
George,Bang Rak,13.73024,100.52442,Entire home/apt,1099,180,0,2022-10-24,40,351,0
Yefeng,Khlong Toei,13.73646,100.55903,Entire home/apt,4499,1,59,2022-12-09,24,62,48
Yefeng,Khlong Toei,13.73667,100.5572,Entire home/apt,4455,1,35,2022-12-08,24,73,25
Yefeng,Khlong Toei,13.7355,100.55911,Entire home/apt,4586,1,50,2022-12-11,24,70,37
Zuzu,Huai Khwang,13.79572,100.5894,Private room,773,1,0,2022-03-06,30,365,0
Porntip,Bangkok Noi,13.764109,100.482506,Shared room,500,1,1,2021-05-30,4,364,0
City Plaza Nana,Vadhana,13.74605,100.55504,Private room,1200,1,0,2021-10-18,5,361,0
Nishamon,Vadhana,13.72343,100.58382,Entire home/apt,950,30,0,2022-03-09,1,144,0
Ravieroj,Pra Wet,13.72352,100.65722,Entire home/apt,693,1,0,2022-07-29,8,365,0
Methinee,Bang Phlat,13.78188,100.49936,Entire home/apt,1200,2,6,2022-12-18,3,61,6
Sapika,Parthum Wan,13.73778,100.54006,Entire home/apt,3100,3,0,2022-12-16,1,0,0
Methinee,Bang Phlat,13.78149,100.49962,Private room,1200,2,9,2022-12-15,3,352,9
May,Ratchathewi,13.75884,100.52894,Entire home/apt,1500,30,0,2022-12-02,2,84,0
Miu Miu,Ratchathewi,13.75496,100.5235,Entire home/apt,2714,29,4,2022-11-20,23,122,3
Mayuree,Bang Rak,13.72044,100.51778,Entire home/apt,1886,1,86,2022-12-25,3,224,69
Phornvarin,Yan na wa,13.69345,100.53637,Entire home/apt,2000,3,0,2022-12-15,1,180,0
Pich,Lak Si,13.86336,100.55212,Private room,600,1,0,2022-12-06,1,180,0
Piangtip,Parthum Wan,13.73815,100.55014,Private room,800,27,3,2022-11-27,1,277,3
Jingli,Ratchathewi,13.751754,100.546158,Entire home/apt,10414,1,15,2022-11-27,5,350,14
George,Bang Na,13.67236,100.60483,Entire home/apt,636,90,4,2022-11-03,40,303,4
Kumail,Phra Khanong,13.69323,100.61318,Entire home/apt,726,3,20,2022-12-25,1,40,15
Zuzu,Bangkok Yai,13.72919,100.47204,Entire home/apt,3153,1,0,2022-11-21,30,241,0
Zuzu,Bangkok Yai,13.72955,100.48518,Entire home/apt,1309,1,0,2022-10-18,30,0,0
Sasikarn,Huai Khwang,13.76884,100.58018,Private room,1290,1,8,2022-09-14,31,122,5
Goong,Dusit,13.78462,100.51833,Entire home/apt,750,1,3,2022-11-16,1,162,3
豆,Huai Khwang,13.75733,100.58272,Entire home/apt,1300,1,1,2022-07-21,3,301,1
Julie,Yan na wa,13.7143,100.55312,Entire home/apt,50000,1,0,2022-04-15,1,177,0
Sasikarn,Huai Khwang,13.7692,100.58021,Private room,1290,1,2,2022-01-08,31,144,2
Marusell,Din Daeng,13.76079,100.5586,Entire home/apt,2002,31,9,2022-12-16,2,46,7
Sasikarn,Huai Khwang,13.76841,100.57991,Private room,1290,1,3,2022-12-15,31,135,3
Ravieroj,Pra Wet,13.72505,100.65662,Entire home/apt,1393,1,2,2022-12-17,8,365,2
นิภาวรรรณ,Wang Thong Lang,13.78576,100.61452,Private room,315,120,0,2022-12-16,1,365,0
Ravieroj,Pra Wet,13.72495,100.65665,Entire home/apt,1393,1,0,2022-12-15,8,365,0
Krittiya,Vadhana,13.7416,100.55911,Entire home/apt,1039,7,4,2022-12-15,13,208,4
Joy,Khlong Toei,13.722989,100.573921,Entire home/apt,1480,30,1,2021-11-28,13,358,0
Inderr,Pra Wet,13.6957,100.63932,Entire home/apt,499,30,2,2022-12-05,2,365,2
Sasikarn,Huai Khwang,13.76853,100.58179,Private room,1290,3,0,2022-11-27,31,148,0
Charlene,Vadhana,13.74533,100.55654,Entire home/apt,2000,3,23,2022-11-20,2,282,20
Charlene,Vadhana,13.74078,100.55654,Entire home/apt,2000,18,6,2022-10-22,2,11,5
Joy,Khlong Toei,13.705039,100.600479,Private room,1497,30,0,2022-10-20,13,365,0
Hana,Sathon,13.71223,100.52212,Entire home/apt,1157,1,25,2022-10-19,29,183,19
Prune,Bang Na,13.67456,100.60023,Entire home/apt,6926,2,4,2022-12-13,2,364,4
Panda,Phra Khanong,13.70539,100.60348,Entire home/apt,1245,1,14,2022-12-01,48,164,13
Vee,Sathon,13.72134,100.54684,Entire home/apt,850,1,0,2022-12-09,4,199,0
Panda,Vadhana,13.70532,100.60195,Entire home/apt,1197,1,18,2022-12-18,48,151,17
Vee,Sathon,13.71973,100.54869,Entire home/apt,850,1,0,2022-12-12,4,250,0
Hh,Bang Na,13.66167,100.60548,Private room,330,30,0,2022-12-07,1,0,0
Vee,Sathon,13.72056,100.5468,Entire home/apt,850,1,0,2022-12-01,4,268,0
Windy,Khlong Toei,13.72635,100.56766,Entire home/apt,1399,30,6,2022-11-26,37,114,5
Panda,Bang Na,13.68273,100.61089,Entire home/apt,893,90,0,2022-12-05,48,106,0
Panda,Khlong Toei,13.72451,100.57747,Entire home/apt,2001,1,19,2022-12-15,48,37,19
David,Bang Na,13.67237,100.60551,Entire home/apt,399,120,0,2022-12-03,1,365,0
Thiphaphan,Vadhana,13.74211,100.55875,Entire home/apt,500,30,0,2022-11-21,1,0,0
George,Bang Rak,13.73021,100.52401,Entire home/apt,1033,27,3,2022-11-09,40,47,3
Saowaros,Samphanthawong,13.73323,100.51376,Private room,6000,1,0,2022-09-27,5,365,0
Hi Gravity,Huai Khwang,13.75966,100.56807,Entire home/apt,2413,1,6,2022-08-15,45,229,5
Kornpat,Suanluang,13.74426,100.63147,Entire home/apt,935,28,0,2022-05-18,2,334,0
Sasikarn,Huai Khwang,13.76807,100.58073,Private room,1290,1,2,2022-02-18,31,332,1
Sasikarn,Huai Khwang,13.76838,100.58223,Private room,2400,2,1,2022-04-21,31,266,1
May,Chatu Chak,13.80487,100.556,Entire home/apt,120000,25,0,2022-06-19,2,358,0
Anna,Bang Sue,13.82018,100.53088,Private room,600,1,0,2022-08-18,1,365,0
Warot,Saphan Sung,13.76672,100.68038,Entire home/apt,835,2,0,2022-10-17,1,319,0
ทวีสิงห์,Huai Khwang,13.74973,100.5987,Entire home/apt,753,7,6,2022-12-16,10,71,5
Phensiri,Khlong Toei,13.711717,100.59491,Entire home/apt,800,30,5,2022-09-01,1,270,3
Andrea,Vadhana,13.73965,100.55733,Entire home/apt,1100,28,4,2022-09-06,1,274,3
George,Bang Na,13.67401,100.60363,Entire home/apt,636,90,3,2022-09-13,40,289,3
Alex,Ratchathewi,13.75588,100.54007,Entire home/apt,1259,28,11,2022-12-01,36,36,9
Sakhun,Lat Krabang,13.75859,100.78416,Private room,346,2,0,2022-06-07,1,365,0
Siamese Exclusive,Phra Khanong,13.701551,100.603775,Entire home/apt,2762,1,3,2021-12-12,7,326,0
Ping,Khlong Toei,13.72901,100.56984,Entire home/apt,3500,29,5,2022-12-01,2,303,2
Panda,Khlong Toei,13.70697,100.60036,Entire home/apt,1100,1,13,2022-10-31,48,245,12
Panda,Phra Khanong,13.70338,100.60094,Entire home/apt,1009,1,13,2022-10-09,48,170,11
Panda,Vadhana,13.70856,100.60444,Entire home/apt,1200,1,2,2021-12-31,48,0,1
Yazmin,Vadhana,13.71472,100.59722,Entire home/apt,790,60,3,2022-12-08,3,295,3
Pariya,Parthum Wan,13.74949,100.52392,Entire home/apt,1786,2,1,2022-09-23,3,352,1
Pang,Khlong San,13.7204,100.50499,Entire home/apt,1099,28,3,2022-09-04,1,143,3
Tanapong,Khlong Toei,13.722536,100.577042,Entire home/apt,1450,9,3,2022-02-19,3,0,2
Tanapong,Khlong Toei,13.72271,100.56039,Entire home/apt,1674,10,6,2022-12-23,3,293,6
Phanu,Bang Kapi,13.75493,100.63114,Entire home/apt,1200,1,0,2022-12-16,1,365,0
Chet,Don Mueang,13.920244,100.576614,Private room,850,1,0,2022-12-10,1,365,0
Windy,Vadhana,13.72297,100.58465,Entire home/apt,3399,28,5,2022-12-04,37,95,5
Kwok Eng Allan,Parthum Wan,13.743,100.54528,Entire home/apt,3755,30,1,2022-11-06,1,340,1
George,Din Daeng,13.75613,100.56298,Entire home/apt,1109,60,5,2022-08-12,40,362,3
Kate,Phra Khanong,13.70344,100.60251,Entire home/apt,790,180,0,2022-09-24,4,0,0
Thanyapat,Lat Krabang,13.72288,100.73376,Private room,600,1,0,2022-11-07,1,210,0
K,Pom Prap Sattru Phai,13.7427,100.50975,Entire home/apt,969,1,28,2022-12-21,89,352,26
คมสัน,Sathon,13.71933,100.5402,Private room,500,1,0,2022-12-13,1,90,0
Rahim,Khlong Toei,13.72187,100.576904,Entire home/apt,875,84,5,2022-12-06,1,115,5
Panda,Khlong Toei,13.73562,100.55874,Entire home/apt,2643,1,9,2022-09-29,48,152,7
Panda,Khlong Toei,13.70649,100.59985,Entire home/apt,2076,1,16,2022-12-21,48,127,16
George,Vadhana,13.74232,100.55924,Entire home/apt,1099,180,0,2022-12-12,40,282,0
George,Bang Na,13.6741,100.60361,Entire home/apt,636,180,0,2022-12-04,40,285,0
Yefeng,Khlong Toei,13.73455,100.5584,Entire home/apt,3493,1,19,2022-11-26,24,65,12
Panda,Khlong Toei,13.73557,100.55884,Entire home/apt,3500,1,2,2022-03-30,48,153,2
Panda,Khlong Toei,13.73583,100.55707,Entire home/apt,1774,1,7,2022-12-03,48,153,7
Panda,Khlong Toei,13.70704,100.60017,Entire home/apt,1157,1,25,2022-12-17,48,175,24
Kara,Khlong Toei,13.73555,100.55883,Entire home/apt,2986,1,31,2022-11-12,32,358,24
Nana,Khlong Toei,13.73627,100.55694,Entire home/apt,2271,1,16,2022-12-15,49,358,14
Pemika,Vadhana,13.74302,100.55349,Entire home/apt,1200,2,41,2022-12-13,13,84,35
Jane,Pra Wet,13.67087,100.68121,Entire home/apt,407,1,0,2022-12-13,1,365,0
Siamese Sukhumvit 87,Phra Khanong,13.701551,100.603775,Private room,3461,1,263,2022-12-14,1,364,246
Panda,Vadhana,13.70674,100.60212,Entire home/apt,1661,1,26,2022-12-14,48,157,26
Panda,Vadhana,13.70524,100.60174,Entire home/apt,1182,1,11,2022-12-13,48,147,11
Panda,Khlong Toei,13.73745,100.55741,Entire home/apt,3500,1,2,2022-06-02,48,177,2
Panda,Khlong Toei,13.73684,100.55923,Entire home/apt,2857,1,21,2022-11-29,48,177,19
Narumol,Don Mueang,13.94626,100.59324,Entire home/apt,1000,1,0,2022-11-26,1,365,0
Aekasith,Vadhana,13.74468,100.5573,Entire home/apt,3000,2,8,2022-11-24,2,338,2
George,Ratchathewi,13.75435,100.56309,Entire home/apt,969,90,2,2022-08-01,40,272,2
Napasorn,Thon buri,13.71227,100.49351,Private room,612,1,0,2022-09-14,1,0,0
Chadaphat,Sai Mai,13.89353,100.62768,Private room,335,1,0,2022-10-28,1,365,0
Aekasith,Khlong Toei,13.72878,100.5701,Entire home/apt,2100,28,8,2022-12-12,2,148,6
Isavaret,Sathon,13.71808,100.5337,Entire home/apt,1200,25,2,2022-11-08,5,64,2
Yefeng,Khlong Toei,13.73739,100.55908,Entire home/apt,3700,1,43,2022-12-24,24,50,38
Jesus,Vadhana,13.7323,100.59371,Entire home/apt,1080,1,18,2022-12-22,1,348,18
Yefeng,Khlong Toei,13.73694,100.55735,Entire home/apt,4140,1,34,2022-12-27,24,82,26
Yefeng,Khlong Toei,13.73514,100.55745,Entire home/apt,4384,1,31,2022-12-04,24,73,30
Yefeng,Khlong Toei,13.7364,100.55764,Entire home/apt,4509,1,7,2022-12-20,24,79,6
Yefeng,Khlong Toei,13.7369,100.55898,Entire home/apt,7830,1,44,2022-12-15,24,63,37
Chatdao,Vadhana,13.74277,100.55583,Private room,1000,30,0,2022-12-19,1,329,0
Noons,Khlong Toei,13.73707,100.55911,Entire home/apt,4771,1,35,2022-12-23,99,345,34
Windy,Khlong Toei,13.72222,100.5652,Entire home/apt,1628,30,7,2022-11-30,37,111,6
Yefeng,Khlong Toei,13.73561,100.55882,Entire home/apt,3563,1,23,2022-12-03,24,71,21
Pang,Khlong San,13.72082,100.4986,Entire home/apt,1799,45,6,2022-12-01,2,114,4
Sakarin,Lak Si,13.8709,100.55532,Private room,480,1,0,2022-12-11,5,365,0
Curry,Huai Khwang,13.76809,100.58184,Entire home/apt,2314,1,3,2022-12-22,228,351,1
เกรียงไกร,Khlong Toei,13.70839,100.59807,Private room,824,30,0,2022-12-11,2,327,0
เกรียงไกร,Khlong Toei,13.71266,100.59419,Private room,1545,30,0,2022-11-30,2,83,0
Teerajit,Khlong San,13.71953,100.49648,Entire home/apt,3152,3,9,2022-11-19,1,142,9
Aumnad,Sathon,13.71342,100.51552,Private room,1000,3,0,2022-11-08,1,365,0
Krittiya,Vadhana,13.74095,100.55755,Entire home/apt,866,7,10,2022-10-29,13,167,7
Curry,Khlong Toei,13.73529,100.55877,Entire home/apt,7214,1,23,2022-12-04,228,358,20
Sammy,Sathon,13.70621,100.519,Private room,866,1,3,2022-07-26,1,48,3
Noons,Khlong Toei,13.73515,100.5589,Entire home/apt,2500,1,27,2022-11-30,99,360,24
Nok,Dusit,13.77675,100.50348,Entire home/apt,6000,1,0,2022-11-15,1,160,0
Nym,Phra Khanong,13.69892,100.614,Entire home/apt,563,30,1,2022-10-31,1,336,1
璿璣,Khlong Toei,13.72399,100.56767,Entire home/apt,1280,3,14,2022-11-23,7,298,13
璿璣,Khlong Toei,13.72442,100.56814,Entire home/apt,1280,3,12,2022-11-09,7,303,9
Methinee,Bang Phlat,13.78017,100.50011,Entire home/apt,1200,2,19,2022-12-26,3,338,19
Eva,Huai Khwang,13.75553,100.57499,Entire home/apt,1343,2,13,2022-12-11,44,2,12
Weerawech,Chatu Chak,13.828089714050291,100.56160736083984,Private room,500,1,0,2022-10-23,1,365,0
Tao,Thung khru,13.63299,100.50541,Private room,563,1,0,2022-09-04,2,365,0
Bee,Vadhana,13.7297,100.58728,Entire home/apt,1100,5,11,2022-07-18,9,152,9
Manowut,Phasi Charoen,13.72468,100.4595,Private room,600,1,0,2022-10-07,1,365,0
Arisudan Gopal,Suanluang,13.71018,100.60593,Private room,650,1,10,2022-12-27,11,313,10
Baan Pirawit,Wang Thong Lang,13.79431,100.59493,Private room,516,30,1,2021-12-23,20,0,0
