host_name,area,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Baan 89,Phra Nakhon,13.75692,100.4996,Private room,1250,1,0,2021-07-22,5,271,0
Yue,Vadhana,13.74672,100.55942,Hotel room,3173,1,3,2020-02-21,13,344,0
Panai,Thon buri,13.73855,100.49203,Private room,763,1,2,2020-03-12,3,363,0
Suporn,Don Mueang,13.94343,100.61344,Hotel room,690,1,3,2020-03-22,8,364,0
Rachata,Vadhana,13.73328,100.57351,Entire home/apt,1897,30,32,2022-12-09,1,230,3
Viewii Siraprapha,Chatu Chak,13.82563,100.56532,Entire home/apt,631,30,56,2020-08-01,9,65,0
Leona,Huai Khwang,13.75586,100.57495,Entire home/apt,900,30,27,2020-01-21,20,82,0
Yang,Bang Na,13.6726,100.60352,Entire home/apt,2000,1115,0,2021-04-22,2,358,0
Cora,Khlong Toei,13.70312,100.59236,Entire home/apt,857,30,8,2022-07-24,26,81,2
Cora,Khlong Toei,13.70462,100.59169,Entire home/apt,876,30,3,2021-11-26,26,81,0
Cora,Khlong Toei,13.70507,100.59197,Entire home/apt,687,30,5,2022-10-03,26,123,2
น.ส.ดาณี,Sathon,13.71726,100.51961,Shared room,480,1,0,2022-10-30,17,364,0
June & Pop,Phasi Charoen,13.71931,100.45725,Entire home/apt,820,28,6,2022-11-27,10,126,4
น.ส.ดาณี,Sathon,13.71721,100.52103,Shared room,600,1,0,2022-11-27,17,364,0
Pensri,Din Daeng,13.78779,100.57379,Private room,1000,1,0,2022-11-28,1,180,0
น.ส.ดาณี,Sathon,13.71716,100.52004,Private room,1098,1,0,2022-11-29,17,365,0
Poonam,Vadhana,13.73718,100.58353,Entire home/apt,1000,1,7,2022-11-30,8,359,6
ColorfulEnglish,Lak Si,13.89798,100.56339,Private room,728,2,5,2020-01-12,2,132,0
Neerita (Palm),Khlong Toei,13.731129932843352,100.56496616990064,Private room,649,7,19,2022-11-28,8,344,7
Narn,Bang Sue,13.82206,100.53266,Entire home/apt,1385,1,31,2020-03-07,15,180,0
I'M Aon,Bang Khae,13.72426,100.38764,Private room,500,1,0,2021-07-22,1,365,0
Bilqis,Bang Kho laen,13.6905,100.5087,Private room,590,2,1,2022-12-06,1,361,1
Vauban,Ratchathewi,13.7495,100.55586,Entire home/apt,2700,180,2,2019-12-09,4,270,0
Chuangchan,Ratchathewi,13.75242,100.52831,Hotel room,1350,1,9,2022-07-17,3,351,2
Curry,Ratchathewi,13.75094,100.55632,Entire home/apt,1466,3,42,2022-12-02,228,339,12
Curry,Ratchathewi,13.75035,100.55438,Entire home/apt,1466,3,55,2022-07-26,228,360,1
Sukanya,Din Daeng,13.78544,100.57111,Hotel room,1000,1,0,2022-09-13,10,364,0
Wilts,Huai Khwang,13.76578,100.58413,Entire home/apt,2597,30,0,2022-11-01,1,0,0
Kritsana,Din Daeng,13.755749,100.563263,Entire home/apt,1490,1,113,2022-12-20,6,126,75
พิชยาภรณ์,Khlong Sam Wa,13.87589,100.73835,Entire home/apt,822,365,0,2022-01-03,4,365,0
Eddie,Khan Na Yao,13.83621,100.66236,Entire home/apt,450,30,0,2021-01-18,2,345,0
Piti,Ratchathewi,13.75341,100.53818,Hotel room,643,1,12,2020-02-03,17,296,0
Suanplu,Khlong San,13.72275,100.49625,Private room,800,1,1,2019-12-31,1,180,0
View & Duck,Phra Nakhon,13.75965,100.50355,Private room,2000,1,29,2022-10-03,4,357,2
Yaru,Vadhana,13.73936,100.5904,Entire home/apt,1293,30,0,2021-11-03,2,117,0
Jureeporn,Phasi Charoen,13.72922,100.45279,Hotel room,1106,1,0,2020-12-04,2,179,0
Piti,Ratchathewi,13.7535,100.53822,Hotel room,643,1,8,2020-01-06,17,315,0
Piti,Ratchathewi,13.75346,100.53819,Hotel room,643,1,2,2019-07-10,17,326,0
Sunshine,Bang Phlat,13.79955,100.50522,Entire home/apt,600,30,7,2022-02-10,2,54,2
Piti,Ratchathewi,13.75345,100.53821,Hotel room,643,1,5,2019-12-08,17,334,0
Duke,Vadhana,13.73093,100.57165,Hotel room,1200,28,0,2019-09-27,3,0,0
Piti,Ratchathewi,13.75347,100.53821,Hotel room,800,1,2,2019-07-17,17,0,0
Piti,Ratchathewi,13.75345,100.53819,Hotel room,700,1,1,2019-06-24,17,0,0
Piti,Ratchathewi,13.75343,100.53823,Hotel room,750,1,2,2019-07-01,17,0,0
Cherry,Huai Khwang,13.779013713208013,100.57636890560389,Private room,1800,7,0,2019-09-21,2,348,0
Piti,Ratchathewi,13.75341,100.53819,Hotel room,650,1,2,2019-12-12,17,281,0
Piti,Ratchathewi,13.75344,100.53819,Hotel room,986,1,5,2019-08-24,17,264,0
Sen,Ratchathewi,13.75,100.53389,Entire home/apt,1780,7,37,2022-10-09,2,0,3
Piti,Ratchathewi,13.75344,100.53821,Hotel room,986,1,5,2019-08-05,17,297,0
Kannaphat,Vadhana,13.74395,100.55776,Private room,7900,4,1,2020-01-21,3,263,0
Piti,Ratchathewi,13.75342,100.53819,Hotel room,986,1,4,2019-12-04,17,329,0
Tipsuda,Parthum Wan,13.74611,100.54856,Entire home/apt,1928,28,0,2019-12-23,4,151,0
Kompol,Bang Rak,13.72425,100.53168,Hotel room,2200,1,0,2020-01-11,3,358,0
Suporn,Don Mueang,13.94174,100.61298,Hotel room,1180,1,18,2020-01-31,8,364,0
Kompol,Bang Rak,13.7252,100.53185,Hotel room,3500,1,0,2019-10-21,3,358,0
Eddie,Khan Na Yao,13.82717,100.6727,Private room,450,30,1,2019-07-11,2,364,0
Korn,Khlong Toei,13.71474,100.58214,Private room,450,3,15,2022-11-23,2,95,5
Luo,Bang Na,13.66099,100.60649,Entire home/apt,717,90,4,2022-09-30,2,362,2
Tan,Bang Sue,13.8232,100.53216,Entire home/apt,1385,1,39,2022-07-16,8,180,1
Curry,Khlong Toei,13.73548,100.5569,Entire home/apt,5143,1,72,2022-12-07,228,361,33
Ho,Vadhana,13.74078,100.58894,Entire home/apt,2100,21,0,2021-08-23,23,163,0
Suporn,Don Mueang,13.94255,100.61379,Hotel room,758,1,13,2020-05-10,8,360,0
Siling,Taling Chan,13.77798,100.44228,Entire home/apt,1650,1,0,2021-04-01,1,180,0
Taosiam,Huai Khwang,13.77898,100.57692,Private room,600,1,24,2022-02-21,34,102,1
Taosiam,Huai Khwang,13.78081,100.57547,Private room,600,1,1,2019-09-28,34,102,0
Joy,Sathon,13.71977,100.53295,Entire home/apt,1500,30,0,2021-05-06,1,180,0
Shin,Khlong Toei,13.73649,100.55711,Entire home/apt,4054,1,115,2022-12-13,21,25,41
Sue,Bang Phlat,13.77126,100.49198,Entire home/apt,1424,15,13,2022-12-24,4,216,2
Saifon,Bang Sue,13.82014,100.52977,Entire home/apt,800,5,38,2022-12-20,2,296,11
Atikun,Khan Na Yao,13.83518,100.66019,Entire home/apt,555,2,40,2022-12-17,4,139,18
ภัทรธร,Bang Khae,13.6857,100.41276,Private room,593,1,0,2022-11-29,1,365,0
Nutchai,Bueng Kum,13.79326,100.65317,Entire home/apt,364,30,2,2022-11-11,3,226,1
Bhurit,Bang Na,13.65747,100.62132,Private room,4500,1,9,2022-07-24,9,351,1
Jiaranai,Pra Wet,13.67221,100.64418,Entire home/apt,950,1,0,2022-08-22,1,365,0
Bow,Chatu Chak,13.80414,100.58007,Entire home/apt,770,7,0,2022-09-21,1,179,0
Raiwin,Khlong Toei,13.7282,100.57175,Private room,2600,1,0,2022-10-20,1,91,0
Vivi,Khlong Toei,13.7259,100.56685,Entire home/apt,1350,365,0,2022-11-19,1,363,0
Roungsab,Phaya Thai,13.79471,100.54915,Entire home/apt,780,1,13,2022-12-19,1,318,6
Kate,Bang Rak,13.72038,100.51674,Private room,3046,1,0,2021-04-09,1,365,0
Nid,Phra Nakhon,13.7483,100.493,Entire home/apt,2700,1,1,2019-07-31,1,89,0
Krit,Min Buri,13.81647,100.73414,Private room,528,1,0,2021-03-29,2,364,0
Kanin,Sathon,13.72055,100.5491,Hotel room,900,2,26,2022-11-26,6,149,9
Shagufta,Phaya Thai,13.78063,100.53211,Entire home/apt,751,14,4,2020-03-03,2,149,0
Kullanat,Wang Thong Lang,13.77418,100.62778,Private room,485,7,1,2019-12-25,1,60,0
Sasithorn,Chatu Chak,13.8148,100.57507,Entire home/apt,699,1,29,2022-11-26,3,303,18
Auttapon,Don Mueang,13.88917,100.59221,Private room,900,1,24,2020-03-07,5,360,0
Sasithorn,Chatu Chak,13.81467,100.57745,Entire home/apt,765,1,36,2022-08-17,3,303,6
Movenpick Residences,Vadhana,13.74071,100.58754,Entire home/apt,4000,1,1,2022-07-23,2,359,1
Fran,Huai Khwang,13.79722,100.58619,Private room,2499,30,0,2022-09-24,1,364,0
Sen,Ratchathewi,13.75265,100.53562,Entire home/apt,2980,3,55,2022-11-27,2,3,14
Andy,Ratchathewi,13.74951,100.5506,Entire home/apt,1880,7,7,2022-12-11,1,80,5
Shoes Maker Home,Khlong San,13.72252,100.49554,Entire home/apt,2600,2,66,2022-12-25,1,195,30
Lek Boonsiri,Vadhana,13.72085,100.58588,Hotel room,1051,1,1,2020-03-17,41,365,0
Nimit,Nong Chok,13.80841,100.92328,Entire home/apt,4200,2,0,2021-06-30,2,365,0
Lek Boonsiri,Vadhana,13.71879,100.58662,Private room,1023,1,1,2022-10-14,41,179,1
Lek Boonsiri,Vadhana,13.72085,100.58588,Private room,1024,1,0,2021-04-08,41,89,0
Pattamawee,Dusit,13.7878,100.52789,Entire home/apt,1125,1,1,2019-10-03,2,88,0
Kridsana,Khlong Toei,13.7239,100.56399,Entire home/apt,870,30,9,2022-11-30,1,276,6
Joyce,Khlong San,13.71871,100.5022,Entire home/apt,6000,1,2,2022-12-27,2,325,1
Off,Ratchathewi,13.75368,100.53051,Hotel room,500,1,1,2019-06-19,24,242,0
Thida,Yan na wa,13.71491,100.55331,Entire home/apt,1800,30,22,2020-02-15,1,180,0
Edwina,Bang Rak,13.72626,100.52267,Entire home/apt,8005,1,0,2019-12-19,1,365,0
Heart,Huai Khwang,13.79199,100.57541,Entire home/apt,1999,1,2,2019-10-22,8,365,0
Artisansignsbkk,Phra Nakhon,13.76258,100.49918,Private room,1212,1,1,2019-06-24,2,91,0
Anne Araya,Phra Khanong,13.69923,100.60663,Private room,850,2,0,2021-03-10,25,340,0
Chuangchan,Ratchathewi,13.75242,100.52831,Hotel room,750,1,10,2022-11-26,3,322,5
Tip,Ratchathewi,13.75703,100.52863,Private room,1200,3,10,2022-10-25,4,96,2
Prapaporn,Yan na wa,13.7138,100.5456,Entire home/apt,3500,30,1,2020-02-26,2,365,0
Off,Ratchathewi,13.75284,100.53124,Shared room,500,1,0,2019-11-01,24,242,0
Off,Ratchathewi,13.75201,100.53056,Shared room,500,1,1,2019-07-07,24,242,0
Lek Boonsiri,Vadhana,13.72085,100.58588,Private room,1143,1,0,2020-01-22,41,362,0
Rain,Khlong Toei,13.71801,100.57533,Entire home/apt,1600,21,0,2020-08-08,26,172,0
Lek Boonsiri,Vadhana,13.73243,100.5986,Private room,1114,1,0,2021-02-23,41,364,0
Lek Boonsiri,Vadhana,13.72085,100.58588,Private room,1014,1,0,2021-09-10,41,179,0
Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,2022-03-28,24,242,0
Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,1,2022-10-13,24,242,1
Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,2021-10-22,24,242,0
Kelly,Huai Khwang,13.75538,100.57586,Entire home/apt,701,30,9,2020-10-31,1,0,0
Na,Sathon,13.71651,100.51843,Entire home/apt,3200,1,1,2022-06-28,1,181,1
Ally,Khlong Toei,13.72513,100.57389,Private room,1300,300,37,2020-02-21,2,364,0
Nimit,Nong Chok,13.81066,100.92344,Entire home/apt,3286,2,0,2020-02-18,2,365,0
View & Duck,Phra Nakhon,13.76133,100.50363,Private room,2000,1,12,2020-02-16,4,360,0
"Living Naraa,",Sathon,13.7148,100.5306,Private room,600,1,21,2022-12-10,5,168,10
William,Bangkok Yai,13.72349,100.47515,Entire home/apt,712,7,0,2022-05-06,1,364,0
Lek Boonsiri,Vadhana,13.73241,100.59856,Hotel room,2057,1,0,2021-10-01,41,365,0
Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,2021-02-26,24,242,0
Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,2020-07-24,24,242,0
Off,Ratchathewi,13.75284,100.53124,Hotel room,400,1,1,2019-12-20,24,242,0
Yaowapha,Khlong Toei,13.71621,100.5699,Private room,1950,4,0,2019-11-14,1,179,0
P,Lat Phrao,13.8069,100.59251,Private room,8000,30,0,2019-10-09,1,365,0
Napoj,Bang Rak,13.73499,100.51786,Private room,1057,1,1,2019-09-04,3,359,0
สุนนท์,Bang Khae,13.71429,100.4103,Entire home/apt,550,3,1,2022-01-28,1,89,1
Lek Boonsiri,Vadhana,13.73239,100.59852,Hotel room,1600,1,0,2022-03-31,41,365,0
Bishop,Bang Rak,13.72661,100.53725,Entire home/apt,7862,1,0,2022-06-01,1,365,0
Dunah,Bang Kapi,13.75049,100.62575,Entire home/apt,3643,2,20,2022-08-02,1,357,3
Fyv,Vadhana,13.72299,100.59949,Entire home/apt,3426,1,0,2022-10-13,1,365,0
Suporn,Don Mueang,13.94167,100.61188,Hotel room,623,1,25,2022-12-24,8,341,2
น.ส.ดาณี,Sathon,13.71496,100.52022,Private room,800,1,0,2021-07-17,17,365,0
Curry,Huai Khwang,13.77269,100.5795,Entire home/apt,1057,1,22,2020-02-08,228,0,0
Curry,Huai Khwang,13.77253,100.57954,Entire home/apt,1000,1,29,2020-08-23,228,0,0
Jeenie,Phra Khanong,13.69321,100.61393,Entire home/apt,750,6,24,2022-12-12,22,327,6
Hoot,Huai Khwang,13.78178,100.57605,Hotel room,388,1,0,2021-09-05,5,365,0
Pearly,Vadhana,13.71587,100.59446,Entire home/apt,1046,3,3,2020-05-31,1,10,0
น.ส.ดาณี,Sathon,13.71514,100.5216,Private room,470,1,0,2021-03-27,17,363,0
Annabelle,Parthum Wan,13.74175,100.54709,Entire home/apt,7498,1,0,2022-01-21,1,365,0
Chatey,Bang Kapi,13.75442,100.64155,Entire home/apt,720,15,6,2022-11-17,2,321,3
Anon,Huai Khwang,13.77846,100.57891,Entire home/apt,2000,3,34,2022-12-19,2,172,8
Sarin,Parthum Wan,13.73741,100.54933,Entire home/apt,1200,365,0,2022-12-07,1,365,0
"Living Naraa,",Sathon,13.71679,100.53091,Entire home/apt,560,1,2,2022-11-26,5,352,2
All Day Hostel,Phra Khanong,13.69858,100.6053,Hotel room,350,1,1,2020-01-01,6,269,0
All Day Hostel,Phra Khanong,13.6969,100.60511,Hotel room,350,1,0,2021-06-16,6,269,0
Jojoe,Bang Kapi,13.76264,100.64155,Entire home/apt,550,30,4,2022-11-30,2,297,4
Phatchaon,Bang Kho laen,13.70114,100.52048,Private room,950,1,0,2021-07-06,3,365,0
Shagufta,Phaya Thai,13.77986,100.53132,Entire home/apt,1545,14,4,2020-02-11,2,245,0
Tanee,Suanluang,13.74269,100.60235,Private room,5000,1,0,2021-07-18,1,365,0
Peack,Lat Krabang,13.71943,100.78854,Hotel room,1399,1,29,2022-12-24,4,361,14
Uwalak,Khan Na Yao,13.84727,100.65574,Entire home/apt,1500,1,0,2022-12-25,1,365,0
Tony,Khlong Toei,13.72644,100.56607,Entire home/apt,1466,1,156,2022-12-26,12,96,71
Gift,Ratchathewi,13.7532,100.53206,Hotel room,2286,1,0,2021-11-24,2,351,0
Curry,Huai Khwang,13.77094,100.58137,Entire home/apt,968,30,37,2020-10-24,228,364,0
Curry,Huai Khwang,13.7708,100.58127,Entire home/apt,1057,1,50,2020-08-01,228,0,0
Lalana,Suanluang,13.7457,100.60339,Entire home/apt,876,1,122,2022-12-20,2,117,47
First,Phra Nakhon,13.75151,100.50357,Private room,1094,1,4,2022-12-19,5,334,2
Sasitorn,Phra Khanong,13.69753,100.60373,Entire home/apt,870,10,19,2022-10-18,1,104,6
陽,Huai Khwang,13.80188,100.58346,Entire home/apt,800,1,0,2022-11-15,1,365,0
Thunder M.,Bangkok Noi,13.75674,100.47819,Entire home/apt,3445,1,27,2022-12-13,7,362,7
Ho,Vadhana,13.72555,100.59231,Entire home/apt,1400,21,1,2022-08-28,23,115,1
Ho,Vadhana,13.72313,100.59374,Entire home/apt,1450,21,0,2021-05-13,23,138,0
Jean,Huai Khwang,13.76093,100.56857,Entire home/apt,3243,1,11,2020-01-27,19,85,0
Sirichok,Chatu Chak,13.80344,100.56545,Hotel room,9500,1,0,2021-01-12,1,365,0
Nooch,Taling Chan,13.78638,100.42824,Private room,600,1,0,2021-12-29,2,0,0
Shatchawan,Khlong Toei,13.7193415,100.5631652,Entire home/apt,5760,1,1,2022-12-15,1,355,1
Nap@Pan Hostel Silom,Bang Rak,13.7271,100.52578,Hotel room,1000,1,0,2022-04-07,4,364,0
Ansy,Khlong Toei,13.71984,100.57537,Entire home/apt,2463,1,0,2021-07-30,1,364,0
สุวรรณา,Bangkok Noi,13.75062,100.469,Private room,1050,1,0,2020-11-21,6,180,0
Tarm,Yan na wa,13.69086,100.54719,Entire home/apt,4500,360,0,2020-03-15,4,358,0
Bangkok City,Ratchathewi,13.75338,100.52954,Hotel room,1690,1,1,2019-07-08,1,271,0
Ohh,Sathon,13.72351,100.55008,Entire home/apt,3500,30,3,2022-11-02,2,335,1
Tricia,Khlong Toei,13.71707,100.57723,Entire home/apt,1443,3,139,2022-08-16,44,169,2
Tricia,Khlong Toei,13.71847,100.57588,Entire home/apt,2746,3,67,2021-10-03,44,171,0
Floyd,Bang Rak,13.72701,100.52734,Entire home/apt,1781,7,3,2022-09-25,2,114,2
Som,Phra Khanong,13.70428,100.60411,Entire home/apt,999,3,1,2019-07-14,15,90,0
Fame,Bang Phlat,13.80755,100.51283,Entire home/apt,1690,6,0,2019-09-01,1,365,0
W Station,Khlong San,13.72038,100.49329,Hotel room,3096,1,1,2019-10-21,6,293,0
Kasempong,Din Daeng,13.78024,100.56988,Private room,750,1,0,2020-08-16,1,179,0
W Station,Khlong San,13.72038,100.49329,Hotel room,3096,1,0,2021-06-13,6,290,0
Jitsupa,Bangkok Yai,13.7376,100.48547,Private room,850,1,2,2022-04-10,3,0,2
W Station,Khlong San,13.72038,100.49329,Hotel room,2893,1,0,2022-06-23,6,123,0
Rain,Khlong Toei,13.71408,100.56918,Entire home/apt,1286,7,8,2022-09-06,26,149,2
Hostbox,Lat Krabang,13.72286,100.72272,Private room,730,1,4,2022-09-01,3,358,1
"Living Naraa,",Sathon,13.71663,100.53211,Private room,560,1,8,2022-11-10,5,146,6
Piti,Ratchathewi,13.7534,100.53822,Hotel room,1214,1,8,2022-08-05,17,320,1
Sunshine,Bang Phlat,13.79955,100.50641,Private room,600,30,2,2020-03-09,2,54,0
Hunao,Bang Phlat,13.78664,100.47257,Entire home/apt,3740,1,0,2021-06-29,1,0,0
JSHome Luxury,Khlong Toei,13.71604,100.57046,Entire home/apt,2457,1,7,2022-10-20,22,78,5
Cheng,Parthum Wan,13.74129,100.52016,Entire home/apt,1351,1,0,2021-03-18,1,179,0
Tarm,Bang Rak,13.72381,100.52988,Entire home/apt,1250,30,1,2019-08-15,4,277,0
Tarm,Huai Khwang,13.74561,100.58245,Entire home/apt,1400,360,0,2020-02-05,4,358,0
Chen,Parthum Wan,13.74001,100.52045,Entire home/apt,1905,1,0,2020-07-28,1,180,0
Cheng,Parthum Wan,13.7418,100.51827,Entire home/apt,1905,1,0,2021-01-18,1,179,0
Pansak,Bang Sue,13.83214,100.53936,Entire home/apt,10000,90,0,2021-07-11,1,271,0
Cheng,Parthum Wan,13.74161,100.51817,Entire home/apt,1905,1,0,2022-01-01,1,180,0
Luni,Parthum Wan,13.74274,100.52003,Entire home/apt,1870,1,0,2022-06-24,1,180,0
Kanomping,Phaya Thai,13.78169,100.54934,Entire home/apt,1754,1,65,2022-12-16,11,344,30
Bei,Parthum Wan,13.74022,100.51818,Entire home/apt,1870,1,0,2021-08-13,1,180,0
Dada,Khlong San,13.71958,100.49819,Entire home/apt,1000,30,6,2020-04-11,2,130,0
Dada,Khlong San,13.72034,100.49618,Entire home/apt,1000,30,7,2020-12-30,2,151,0
SiamLife,Sathon,13.70828,100.52571,Entire home/apt,1500,7,2,2022-11-30,17,253,1
Kanomping,Phaya Thai,13.7838,100.54922,Entire home/apt,1550,1,31,2022-12-10,11,340,14
Vauban,Ratchathewi,13.7495,100.55586,Entire home/apt,1100,180,0,2022-12-14,4,271,0
Potae Pongthorn,Din Daeng,13.79078,100.57375,Entire home/apt,8573,1,39,2022-12-18,9,308,28
Chung Kai,Bang Phlat,13.79821,100.50606,Entire home/apt,520,30,0,2021-07-09,1,59,0
Darius,Din Daeng,13.80052,100.57449,Entire home/apt,900,1,4,2020-01-29,1,0,0
Chokchai,Huai Khwang,13.74948,100.59695,Entire home/apt,10000,30,0,2020-07-07,1,180,0
Ben,Khlong Toei,13.70392,100.59738,Entire home/apt,999,2,17,2020-12-15,3,302,0
Piti,Ratchathewi,13.75424,100.53751,Hotel room,986,1,1,2019-07-15,17,322,0
Suppakornd,Bang Na,13.65685,100.61051,Private room,900,1,0,2019-07-14,1,90,0
Jirayut,Suanluang,13.74803,100.63583,Private room,1650,1,0,2019-07-13,1,365,0
Gift,Khlong Toei,13.72692,100.57402,Private room,1100,30,0,2019-07-12,1,365,0
ดำรงรักษ์,Khlong Toei,13.71826,100.55611,Private room,1700,1,1,2019-07-11,1,365,0
All Day Hostel,Phra Khanong,13.69822,100.60529,Hotel room,350,1,0,2020-07-07,6,179,0
Tropical,Sathon,13.71638,100.53003,Private room,880,1,1,2021-07-05,7,364,0
Tropical,Sathon,13.71602,100.52937,Private room,893,1,6,2020-02-05,7,362,0
Tropical,Sathon,13.71733,100.52918,Private room,672,1,0,2020-01-21,7,359,0
Tropical,Sathon,13.71618,100.5295,Private room,1863,1,1,2020-01-06,7,364,0
Kevin,Vadhana,13.72122,100.60329,Entire home/apt,2186,1,120,2022-12-13,11,342,26
Jirayu,Lat Krabang,13.71943,100.75399,Hotel room,650,113,94,2020-03-15,4,358,0
Mali,Parthum Wan,13.74265,100.54932,Entire home/apt,8881,1,101,2022-12-25,2,251,46
Varistha,Bang Rak,13.72327,100.5241,Shared room,310,1,0,2022-12-13,1,181,0
Miri,Ratchathewi,13.76761,100.5274,Entire home/apt,4156,1,0,2022-12-02,1,0,0
Jira,Sathon,13.70975,100.51835,Entire home/apt,1897,1,29,2022-11-21,1,130,3
Tina,Bueng Kum,13.82708,100.6463,Entire home/apt,3920,1,48,2020-02-06,4,0,0
Kul,Suanluang,13.72015,100.61386,Private room,1600,3,0,2021-06-24,1,365,0
Hua,Khlong Toei,13.70433,100.59968,Entire home/apt,843,2,11,2022-11-10,20,112,6
Virut,Pra Wet,13.70101,100.67619,Entire home/apt,804,7,14,2022-12-24,4,132,10
Apinun,Thon buri,13.71109,100.47085,Private room,520,1,62,2022-12-13,5,149,26
New,Bang Kapi,13.75826,100.61409,Private room,450,1,6,2022-12-17,2,353,4
Born Free Hostel,Phra Nakhon,13.76199,100.50257,Shared room,305,1,1,2019-10-28,1,0,0
Piti,Ratchathewi,13.7534,100.53822,Hotel room,786,1,2,2019-07-22,17,322,0
Piti,Ratchathewi,13.7534,100.53822,Hotel room,786,1,8,2019-12-13,17,332,0
Piti,Ratchathewi,13.7534,100.53822,Hotel room,786,1,8,2022-12-07,17,333,3
Oum,Yan na wa,13.67832,100.52669,Private room,10000,365,0,2021-04-20,1,365,0
คณุตม์,Don Mueang,13.93325,100.60533,Entire home/apt,820,1,1,2019-09-03,1,365,0
Yane,Huai Khwang,13.77115,100.58073,Private room,1600,7,0,2021-04-23,1,180,0
Apinun,Thon buri,13.71062,100.47084,Private room,456,1,76,2022-12-13,5,137,29
Apinun,Thon buri,13.71246,100.47286,Private room,488,1,106,2022-12-10,5,133,46
Apinun,Thon buri,13.71091,100.4728,Private room,455,1,59,2022-05-11,5,118,4
Ploy,Bang Khun thain,13.65154,100.44636,Private room,890,1,0,2022-09-01,1,364,0
Nat,Din Daeng,13.79717,100.57002,Entire home/apt,729,1,31,2022-12-24,1,221,11
Paul,Khlong San,13.7188,100.50926,Hotel room,1357,1,2,2022-09-04,4,357,1
James,Huai Khwang,13.74991,100.56527,Entire home/apt,2500,365,0,2022-09-13,1,365,0
Святослав,Khlong Toei,13.72728,100.57363,Private room,4000,1,0,2022-09-23,1,365,0
Ying,Din Daeng,13.77211,100.55563,Entire home/apt,4329,1,0,2022-10-03,1,365,0
Pipatpong,Bangkok Yai,13.73522,100.47114,Entire home/apt,500,1,2,2022-10-13,2,365,1
Pipatpong,Bangkok Yai,13.73485,100.47143,Entire home/apt,500,1,0,2021-06-16,2,179,0
Sakaowadee,Ratchathewi,13.7494,100.53304,Private room,5000,1,3,2020-02-19,8,302,0
Kaem,Ratchathewi,13.75111,100.53793,Private room,1200,1,29,2022-08-19,9,0,1
Sakaowadee,Ratchathewi,13.7494,100.53304,Private room,5000,1,0,2022-09-27,8,302,0
Wilawan,Thon buri,13.71503,100.47903,Private room,1700,1,0,2022-11-05,1,365,0
Poom And Fon,Parthum Wan,13.73694,100.55107,Entire home/apt,10466,2,53,2022-12-14,1,269,7
Apinya,Vadhana,13.73009,100.58703,Private room,6250,1,4,2022-08-29,9,0,4
Paul,Khlong San,13.72772,100.50214,Hotel room,1666,1,2,2020-01-01,4,361,0
David I,Huai Khwang,13.79561,100.58513,Entire home/apt,623,1,9,2019-10-02,1,0,0
Kip,Suanluang,13.73496,100.63318,Entire home/apt,3600,1,30,2020-03-16,1,302,0
Siam & Asia,Vadhana,13.72516,100.58289,Entire home/apt,1062,21,6,2022-07-28,1,147,4
Mee,Pra Wet,13.6775,100.64455,Private room,600,1,0,2021-12-16,1,87,0
Som,Phra Khanong,13.70406,100.60378,Entire home/apt,999,1,2,2021-05-07,15,90,0
Shophouse,Vadhana,13.7148,100.59346,Private room,904,1,49,2022-12-27,6,142,38
Memie,Pom Prap Sattru Phai,13.73995,100.51559,Entire home/apt,2500,1,0,2021-06-20,1,362,0
Patchara,Ratchathewi,13.76322,100.5391,Entire home/apt,3325,1,1,2019-12-13,1,358,0
Yun,Huai Khwang,13.789,100.58305,Entire home/apt,700,5,8,2022-12-06,1,275,5
